County_name,year,county,time,hst,Seed_sown,Sheep,Top_predators_killed,Human_population,Red_fox_killed,north,east
Kronob,13,20,86,16.6,14287,5547,0,156596.00,80.8,184,224
Kristian,13,21,86,37.2,33911,4607,0,234994.00,93.1,103,170
Blek,13,22,86,49.1,22141,3882,0,150055.00,77.9,120,263
Malmo,13,23,86,94.2,65411,8109,0,475893.00,56.8,58,136
Norrb,14,1,87,1.6,297,387,0.754,174227.00,5.9,1439,513
Vasterb,14,2,87,2.9,920,1071,0.253,170299.00,7,1179,415
Jamt,14,3,87,2.3,420,1334,0.185,124541.00,10.9,976,222
Vastern,14,4,87,11.2,2448,2770,0,259826.00,10.6,962,387
Gavle,14,5,87,13.2,3958,3969,0,260586.00,0.1,756,336
Koppar,14,6,87,8,3409,1613,0,242349.00,22.7,696,221
Varm,14,7,87,13.4,9696,1490,0,260447.00,22.1,564,140
Upps,14,8,87,18.4,17642,4233,0,132400.00,170.1,588,422
Vastml,14,9,87,24.6,20278,3877,0,162774.00,20.7,557,337
Stock,14,10,87,91.4,19757,3618,0,620657.00,114.2,519,453
Orebro,14,11,87,22.7,15093,1527,0,212113.00,23.4,499,254
Soderml,14,12,87,27.8,22782,2608,0,183839.00,105.2,463,361
Skara,14,13,87,29.3,49599,6620,0,241026.00,161.1,382,170
Alvsb,14,14,87,23.7,21659,3465,0,293577.00,133.4,352,101
Goteborg,14,15,87,76.3,20896,4559,0,406112.00,78,381,44
Ostergl,14,16,87,25.8,21993,5111,0,300165.00,125.4,375,302
Kalmar,14,17,87,19.5,16478,7761,0,227622.00,127.2,237,323
Jonk,14,18,87,20.5,18590,8077,0,219895.00,76.7,269,217
Halland,14,19,87,25.8,27803,5483,0,147296.00,82.7,208,107
Kronob,14,20,87,16.6,14311,5838,0,156596.00,86.5,184,224
Kristian,14,21,87,37.2,34899,4872,0,234994.00,105.9,103,170
Blek,14,22,87,49.1,22430,4365,0,150055.00,88.4,120,263
Malmo,14,23,87,94.2,66704,8047,0,475893.00,60.6,58,136
Norrb,15,1,88,1.6,287,390,0.34,174227.00,5.2,1439,513
Vasterb,15,2,88,2.9,919,1138,0.168,170299.00,6.6,1179,415
Jamt,15,3,88,2.3,431,1349,0.333,124541.00,11.8,976,222
Vastern,15,4,88,11.2,2481,2985,0,259826.00,11.4,962,387
Gavle,15,5,88,13.2,4067,3728,0,260586.00,7.3,756,336
Koppar,15,6,88,8,3457,1507,0,242349.00,28.5,696,221
Varm,15,7,88,13.4,9689,1525,0,260447.00,27.2,564,140
Upps,15,8,88,18.4,17938,3901,0,132400.00,107.1,588,422
Vastml,15,9,88,24.6,20728,3688,0,162774.00,19.7,557,337
Stock,15,10,88,91.4,20012,3535,0,620657.00,124.9,519,453
Orebro,15,11,88,22.7,15520,1561,0,212113.00,19.6,499,254
Soderml,15,12,88,27.8,23397,2512,0,183839.00,100.8,463,361
Skara,15,13,88,29.3,50203,6830,0,241026.00,124.2,382,170
Alvsb,15,14,88,23.7,21899,3585,0,293577.00,153.9,352,101
Goteborg,15,15,88,76.3,21685,4901,0,406112.00,75.6,381,44
Ostergl,15,16,88,25.8,22409,5155,0,300165.00,95,375,302
Kalmar,15,17,88,19.5,16891,8038,0,227622.00,72.6,237,323
Jonk,15,18,88,20.5,18892,8019,0,219895.00,79.7,269,217
Halland,15,19,88,25.8,28498,5814,0,147296.00,85.7,208,107
Kronob,15,20,88,16.6,14335,5742,0,156596.00,95,184,224
Kristian,15,21,88,37.2,35886,4890,0,234994.00,112.7,103,170
Blek,15,22,88,49.1,22719,4695,0,150055.00,114.9,120,263
Malmo,15,23,88,94.2,67998,7758,0,475893.00,79.4,58,136
Norrb,16,1,89,1.6,278,729,0.236,174227.00,8.2,1439,513
Vasterb,16,2,89,2.9,918,1780,0.101,170299.00,10.9,1179,415
Jamt,16,3,89,2.3,441,1657,0.277,124541.00,19.6,976,222
Vastern,16,4,89,11.2,2513,4405,0.043,259826.00,13.3,962,387
Gavle,16,5,89,13.2,4176,3266,0,260586.00,4.4,756,336
Koppar,16,6,89,8,3505,1765,0.033,242349.00,25.9,696,221
Varm,16,7,89,13.4,9682,2682,0,260447.00,29.2,564,140
Upps,16,8,89,18.4,18234,3292,0,132400.00,123.8,588,422
Vastml,16,9,89,24.6,21178,2672,0,162774.00,27.8,557,337
Stock,16,10,89,91.4,20267,3262,0,620657.00,84.1,519,453
Orebro,16,11,89,22.7,15946,2067,0,212113.00,18.7,499,254
Soderml,16,12,89,27.8,24013,2040,0,183839.00,124.4,463,361
Skara,16,13,89,29.3,50807,8241,0,241026.00,132.6,382,170
Alvsb,16,14,89,23.7,22139,4555,0,293577.00,134,352,101
Goteborg,16,15,89,76.3,22474,6036,0,406112.00,74.1,381,44
Ostergl,16,16,89,25.8,22824,5641,0,300165.00,96.9,375,302
Kalmar,16,17,89,19.5,17304,9613,0,227622.00,99.5,237,323
Jonk,16,18,89,20.5,19194,9138,0,219895.00,64.6,269,217
Halland,16,19,89,25.8,29193,8029,0,147296.00,93.7,208,107
Kronob,16,20,89,16.6,14359,6678,0,156596.00,91.4,184,224
Kristian,16,21,89,37.2,36874,6839,0,234994.00,93.9,103,170
Blek,16,22,89,49.1,23008,6653,0,150055.00,91.3,120,263
Malmo,16,23,89,94.2,69292,7128,0,475893.00,102.6,58,136
Norrb,17,1,90,1.6,268,720,0.151,174227.00,5,1439,513
Vasterb,17,2,90,2.9,916,1808,0.186,170299.00,11.3,1179,415
Jamt,17,3,90,2.3,451,1778,0.277,124541.00,14.8,976,222
Vastern,17,4,90,11.2,2546,4795,0,259826.00,10.4,962,387
Gavle,17,5,90,13.2,4285,3723,0,260586.00,6.5,756,336
Koppar,17,6,90,8,3553,2110,0,242349.00,23.8,696,221
Varm,17,7,90,13.4,9675,2988,0,260447.00,28.7,564,140
Upps,17,8,90,18.4,18530,3777,0,132400.00,114.5,588,422
Vastml,17,9,90,24.6,21627,3245,0,162774.00,34.3,557,337
Stock,17,10,90,91.4,20522,3887,0,620657.00,31.8,519,453
Orebro,17,11,90,22.7,16373,2541,0,212113.00,71,499,254
Soderml,17,12,90,27.8,24629,2536,0,183839.00,141.7,463,361
Skara,17,13,90,29.3,51411,9358,0,241026.00,182.7,382,170
Alvsb,17,14,90,23.7,22379,5628,0,293577.00,170.2,352,101
Goteborg,17,15,90,76.3,23263,7519,0,406112.00,78.4,381,44
Ostergl,17,16,90,25.8,23240,6324,0,300165.00,107.1,375,302
Kalmar,17,17,90,19.5,17717,10268,0,227622.00,64.9,237,323
Jonk,17,18,90,20.5,19495,9905,0,219895.00,92.9,269,217
Halland,17,19,90,25.8,29888,9426,0,147296.00,96.5,208,107
Kronob,17,20,90,16.6,14383,7711,0,156596.00,97.1,184,224
Kristian,17,21,90,37.2,37861,8507,0,234994.00,92.9,103,170
Blek,17,22,90,49.1,23297,8095,0,150055.00,75.6,120,263
Malmo,17,23,90,94.2,70585,9105,0,475893.00,98,58,136
